CREATE TABLE attendance(
atten_id INT AUTO_INCREMENT PRIMARY KEY,
techId VARCHAR(10),       
stuId VARCHAR(10),  
courseCode VARCHAR(10),
attenDate DATE,
session_type ENUM('theory','practical') NOT NULL,
atten_status ENUM('present','absent','medical') NOT NULL
);

INSERT INTO attendance (techId, stuId, courseCode, attenDate, session_type, atten_status) VALUES
('TO002', 'ST019', 'ICT2152', '2025-01-29', 'theory', 'present'),
('TO002', 'ST020', 'ICT2152', '2025-01-29', 'theory', 'present'),

('TO002', 'ST001', 'ICT2122', '2025-01-30', 'theory', 'present'),
('TO002', 'ST002', 'ICT2122', '2025-01-30', 'theory', 'present'),
('TO002', 'ST003', 'ICT2122', '2025-01-30', 'theory', 'present'),
('TO002', 'ST004', 'ICT2122', '2025-01-30', 'theory', 'present'),
('TO002', 'ST005', 'ICT2122', '2025-01-30', 'theory', 'present'),
('TO002', 'ST006', 'ICT2122', '2025-01-30', 'theory', 'present'),
('TO002', 'ST007', 'ICT2122', '2025-01-30', 'theory', 'present'),
('TO002', 'ST008', 'ICT2122', '2025-01-30', 'theory', 'present'),
('TO002', 'ST009', 'ICT2122', '2025-01-30', 'theory', 'present'),
('TO002', 'ST010', 'ICT2122', '2025-01-30', 'theory', 'present'),
('TO002', 'ST011', 'ICT2122', '2025-01-30', 'theory', 'present'),
('TO002', 'ST012', 'ICT2122', '2025-01-30', 'theory', 'present'),
('TO002', 'ST013', 'ICT2122', '2025-01-30', 'theory', 'present'),
('TO002', 'ST014', 'ICT2122', '2025-01-30', 'theory', 'present'),
('TO002', 'ST015', 'ICT2122', '2025-01-30', 'theory', 'present'),
('TO002', 'ST016', 'ICT2122', '2025-01-30', 'theory', 'present'),
('TO002', 'ST017', 'ICT2122', '2025-01-30', 'theory', 'present'),
('TO002', 'ST018', 'ICT2122', '2025-01-30', 'theory', 'absent'),
('TO002', 'ST019', 'ICT2122', '2025-01-30', 'theory', 'absent'),
('TO002', 'ST020', 'ICT2122', '2025-01-30', 'theory', 'present'),

('TO002', 'ST001', 'ICT2133', '2025-01-31', 'practical', 'present'),
('TO002', 'ST002', 'ICT2133', '2025-01-31', 'practical', 'absent'),
('TO002', 'ST003', 'ICT2133', '2025-01-31', 'practical', 'present'),
('TO002', 'ST004', 'ICT2133', '2025-01-31', 'practical', 'present'),
('TO002', 'ST005', 'ICT2133', '2025-01-31', 'practical', 'present'),
('TO002', 'ST006', 'ICT2133', '2025-01-31', 'practical', 'present'),
('TO002', 'ST007', 'ICT2133', '2025-01-31', 'practical', 'present'),
('TO002', 'ST008', 'ICT2133', '2025-01-31', 'practical', 'present'),
('TO002', 'ST009', 'ICT2133', '2025-01-31', 'practical', 'present'),
('TO002', 'ST010', 'ICT2133', '2025-01-31', 'practical', 'present'),
('TO002', 'ST011', 'ICT2133', '2025-01-31', 'practical', 'present'),
('TO002', 'ST012', 'ICT2133', '2025-01-31', 'practical', 'present'),
('TO002', 'ST013', 'ICT2133', '2025-01-31', 'practical', 'present'),
('TO002', 'ST014', 'ICT2133', '2025-01-31', 'practical', 'present'),
('TO002', 'ST015', 'ICT2133', '2025-01-31', 'practical', 'present'),
('TO002', 'ST016', 'ICT2133', '2025-01-31', 'practical', 'present'),
('TO002', 'ST017', 'ICT2133', '2025-01-31', 'practical', 'present'),
('TO002', 'ST018', 'ICT2133', '2025-01-31', 'practical', 'present'),
('TO002', 'ST019', 'ICT2133', '2025-01-31', 'practical', 'present'),
('TO002', 'ST020', 'ICT2133', '2025-01-31', 'practical', 'present'),

('TO002', 'ST001', 'ICT2113', '2025-02-03', 'theory', 'present'),
('TO002', 'ST002', 'ICT2113', '2025-02-03', 'theory', 'present'),
('TO002', 'ST003', 'ICT2113', '2025-02-03', 'theory', 'present'),
('TO002', 'ST004', 'ICT2113', '2025-02-03', 'theory', 'present'),
('TO002', 'ST005', 'ICT2113', '2025-02-03', 'theory', 'present'),
('TO002', 'ST006', 'ICT2113', '2025-02-03', 'theory', 'present'),
('TO002', 'ST007', 'ICT2113', '2025-02-03', 'theory', 'present'),
('TO002', 'ST008', 'ICT2113', '2025-02-03', 'theory', 'present'),
('TO002', 'ST009', 'ICT2113', '2025-02-03', 'theory', 'present'),
('TO002', 'ST010', 'ICT2113', '2025-02-03', 'theory', 'present'),
('TO002', 'ST011', 'ICT2113', '2025-02-03', 'theory', 'present'),
('TO002', 'ST012', 'ICT2113', '2025-02-03', 'theory', 'present'),
('TO002', 'ST013', 'ICT2113', '2025-02-03', 'theory', 'present'),
('TO002', 'ST014', 'ICT2113', '2025-02-03', 'theory', 'present'),
('TO002', 'ST015', 'ICT2113', '2025-02-03', 'theory', 'present'),
('TO002', 'ST016', 'ICT2113', '2025-02-03', 'theory', 'present'),
('TO002', 'ST017', 'ICT2113', '2025-02-03', 'theory', 'present'),
('TO002', 'ST018', 'ICT2113', '2025-02-03', 'theory', 'present'),
('TO002', 'ST019', 'ICT2113', '2025-02-03', 'theory', 'present'),
('TO002', 'ST020', 'ICT2113', '2025-02-03', 'theory', 'present'),

('TO002', 'ST001', 'ICT2142', '2025-02-04', 'theory', 'present'),
('TO002', 'ST002', 'ICT2142', '2025-02-04', 'theory', 'present'),
('TO002', 'ST003', 'ICT2142', '2025-02-04', 'theory', 'present'),
('TO002', 'ST004', 'ICT2142', '2025-02-04', 'theory', 'present'),
('TO002', 'ST005', 'ICT2142', '2025-02-04', 'theory', 'present'),
('TO002', 'ST006', 'ICT2142', '2025-02-04', 'theory', 'absent'),
('TO002', 'ST007', 'ICT2142', '2025-02-04', 'theory', 'present'),
('TO002', 'ST008', 'ICT2142', '2025-02-04', 'theory', 'present'),
('TO002', 'ST009', 'ICT2142', '2025-02-04', 'theory', 'present'),
('TO002', 'ST010', 'ICT2142', '2025-02-04', 'theory', 'present'),
('TO002', 'ST011', 'ICT2142', '2025-02-04', 'theory', 'present'),
('TO002', 'ST012', 'ICT2142', '2025-02-04', 'theory', 'present'),
('TO002', 'ST013', 'ICT2142', '2025-02-04', 'theory', 'present'),
('TO002', 'ST014', 'ICT2142', '2025-02-04', 'theory', 'present'),
('TO002', 'ST015', 'ICT2142', '2025-02-04', 'theory', 'present'),
('TO002', 'ST016', 'ICT2142', '2025-02-04', 'theory', 'present'),
('TO002', 'ST017', 'ICT2142', '2025-02-04', 'theory', 'present'),
('TO002', 'ST018', 'ICT2142', '2025-02-04', 'theory', 'present'),
('TO002', 'ST019', 'ICT2142', '2025-02-04', 'theory', 'present'),
('TO002', 'ST020', 'ICT2142', '2025-02-04', 'theory', 'present'),

('TO002', 'ST001', 'ICT2152', '2025-02-05', 'theory', 'present'),
('TO002', 'ST002', 'ICT2152', '2025-02-05', 'theory', 'present'),
('TO002', 'ST003', 'ICT2152', '2025-02-05', 'theory', 'present'),
('TO002', 'ST004', 'ICT2152', '2025-02-05', 'theory', 'present'),
('TO002', 'ST005', 'ICT2152', '2025-02-05', 'theory', 'present'),
('TO002', 'ST006', 'ICT2152', '2025-02-05', 'theory', 'present'),
('TO002', 'ST007', 'ICT2152', '2025-02-05', 'theory', 'present'),
('TO002', 'ST008', 'ICT2152', '2025-02-05', 'theory', 'absent'),
('TO002', 'ST009', 'ICT2152', '2025-02-05', 'theory', 'present'),
('TO002', 'ST010', 'ICT2152', '2025-02-05', 'theory', 'present'),
('TO002', 'ST011', 'ICT2152', '2025-02-05', 'theory', 'present'),
('TO002', 'ST012', 'ICT2152', '2025-02-05', 'theory', 'present'),
('TO002', 'ST013', 'ICT2152', '2025-02-05', 'theory', 'present'),
('TO002', 'ST014', 'ICT2152', '2025-02-05', 'theory', 'present'),
('TO002', 'ST015', 'ICT2152', '2025-02-05', 'theory', 'present'),
('TO002', 'ST016', 'ICT2152', '2025-02-05', 'theory', 'present'),
('TO002', 'ST017', 'ICT2152', '2025-02-05', 'theory', 'present'),
('TO002', 'ST018', 'ICT2152', '2025-02-05', 'theory', 'present'),
('TO002', 'ST019', 'ICT2152', '2025-02-05', 'theory', 'present'),
('TO002', 'ST020', 'ICT2152', '2025-02-05', 'theory', 'absent'),

('TO002', 'ST001', 'ICT2122', '2025-02-06', 'theory', 'present'),
('TO002', 'ST002', 'ICT2122', '2025-02-06', 'theory', 'present'),
('TO002', 'ST003', 'ICT2122', '2025-02-06', 'theory', 'present'),
('TO002', 'ST004', 'ICT2122', '2025-02-06', 'theory', 'present'),
('TO002', 'ST005', 'ICT2122', '2025-02-06', 'theory', 'present'),
('TO002', 'ST006', 'ICT2122', '2025-02-06', 'theory', 'present'),
('TO002', 'ST007', 'ICT2122', '2025-02-06', 'theory', 'present'),
('TO002', 'ST008', 'ICT2122', '2025-02-06', 'theory', 'present'),
('TO002', 'ST009', 'ICT2122', '2025-02-06', 'theory', 'present'),
('TO002', 'ST010', 'ICT2122', '2025-02-06', 'theory', 'present'),
('TO002', 'ST011', 'ICT2122', '2025-02-06', 'theory', 'present'),
('TO002', 'ST012', 'ICT2122', '2025-02-06', 'theory', 'absent'),
('TO002', 'ST013', 'ICT2122', '2025-02-06', 'theory', 'absent'),
('TO002', 'ST014', 'ICT2122', '2025-02-06', 'theory', 'present'),
('TO002', 'ST015', 'ICT2122', '2025-02-06', 'theory', 'present'),
('TO002', 'ST016', 'ICT2122', '2025-02-06', 'theory', 'present'),
('TO002', 'ST017', 'ICT2122', '2025-02-06', 'theory', 'present'),
('TO002', 'ST018', 'ICT2122', '2025-02-06', 'theory', 'present'),
('TO002', 'ST019', 'ICT2122', '2025-02-06', 'theory', 'present'),
('TO002', 'ST020', 'ICT2122', '2025-02-06', 'theory', 'present'),

('TO002', 'ST001', 'ICT2133', '2025-02-07', 'theory', 'present'),
('TO002', 'ST002', 'ICT2133', '2025-02-07', 'theory', 'present'),
('TO002', 'ST003', 'ICT2133', '2025-02-07', 'theory', 'present'),
('TO002', 'ST004', 'ICT2133', '2025-02-07', 'theory', 'present'),
('TO002', 'ST005', 'ICT2133', '2025-02-07', 'theory', 'present'),
('TO002', 'ST006', 'ICT2133', '2025-02-07', 'theory', 'present'),
('TO002', 'ST007', 'ICT2133', '2025-02-07', 'theory', 'present'),
('TO002', 'ST008', 'ICT2133', '2025-02-07', 'theory', 'present'),
('TO002', 'ST009', 'ICT2133', '2025-02-07', 'theory', 'present'),
('TO002', 'ST010', 'ICT2133', '2025-02-07', 'theory', 'present'),
('TO002', 'ST011', 'ICT2133', '2025-02-07', 'theory', 'present'),
('TO002', 'ST012', 'ICT2133', '2025-02-07', 'theory', 'present'),
('TO002', 'ST013', 'ICT2133', '2025-02-07', 'theory', 'present'),
('TO002', 'ST014', 'ICT2133', '2025-02-07', 'theory', 'present'),
('TO002', 'ST015', 'ICT2133', '2025-02-07', 'theory', 'present'),
('TO002', 'ST016', 'ICT2133', '2025-02-07', 'theory', 'present'),
('TO002', 'ST017', 'ICT2133', '2025-02-07', 'theory', 'present'),
('TO002', 'ST018', 'ICT2133', '2025-02-07', 'theory', 'present'),
('TO002', 'ST019', 'ICT2133', '2025-02-07', 'theory', 'present'),
('TO002', 'ST020', 'ICT2133', '2025-02-07', 'theory', 'present'),

('TO002', 'ST001', 'ICT2113', '2025-02-10', 'practical', 'present'),
('TO002', 'ST002', 'ICT2113', '2025-02-10', 'practical', 'present'),
('TO002', 'ST003', 'ICT2113', '2025-02-10', 'practical', 'present'),
('TO002', 'ST004', 'ICT2113', '2025-02-10', 'practical', 'present'),
('TO002', 'ST005', 'ICT2113', '2025-02-10', 'practical', 'present'),
('TO002', 'ST006', 'ICT2113', '2025-02-10', 'practical', 'present'),
('TO002', 'ST007', 'ICT2113', '2025-02-10', 'practical', 'present'),
('TO002', 'ST008', 'ICT2113', '2025-02-10', 'practical', 'present'),
('TO002', 'ST009', 'ICT2113', '2025-02-10', 'practical', 'present'),
('TO002', 'ST010', 'ICT2113', '2025-02-10', 'practical', 'present'),
('TO002', 'ST011', 'ICT2113', '2025-02-10', 'practical', 'present'),
('TO002', 'ST012', 'ICT2113', '2025-02-10', 'practical', 'present'),
('TO002', 'ST013', 'ICT2113', '2025-02-10', 'practical', 'present'),
('TO002', 'ST014', 'ICT2113', '2025-02-10', 'practical', 'present'),
('TO002', 'ST015', 'ICT2113', '2025-02-10', 'practical', 'present'),
('TO002', 'ST016', 'ICT2113', '2025-02-10', 'practical', 'present'),
('TO002', 'ST017', 'ICT2113', '2025-02-10', 'practical', 'present'),
('TO002', 'ST018', 'ICT2113', '2025-02-10', 'practical', 'present'),
('TO002', 'ST019', 'ICT2113', '2025-02-10', 'practical', 'present'),
('TO002', 'ST020', 'ICT2113', '2025-02-10', 'practical', 'present'),

('TO002', 'ST001', 'ICT2142', '2025-02-11', 'theory', 'present'),
('TO002', 'ST002', 'ICT2142', '2025-02-11', 'theory', 'present'),
('TO002', 'ST003', 'ICT2142', '2025-02-11', 'theory', 'present'),
('TO002', 'ST004', 'ICT2142', '2025-02-11', 'theory', 'present'),
('TO002', 'ST005', 'ICT2142', '2025-02-11', 'theory', 'present'),
('TO002', 'ST006', 'ICT2142', '2025-02-11', 'theory', 'present'),
('TO002', 'ST007', 'ICT2142', '2025-02-11', 'theory', 'present'),
('TO002', 'ST008', 'ICT2142', '2025-02-11', 'theory', 'present'),
('TO002', 'ST009', 'ICT2142', '2025-02-11', 'theory', 'absent'),
('TO002', 'ST010', 'ICT2142', '2025-02-11', 'theory', 'present'),
('TO002', 'ST011', 'ICT2142', '2025-02-11', 'theory', 'present'),
('TO002', 'ST012', 'ICT2142', '2025-02-11', 'theory', 'present'),
('TO002', 'ST013', 'ICT2142', '2025-02-11', 'theory', 'present'),
('TO002', 'ST014', 'ICT2142', '2025-02-11', 'theory', 'present'),
('TO002', 'ST015', 'ICT2142', '2025-02-11', 'theory', 'present'),
('TO002', 'ST016', 'ICT2142', '2025-02-11', 'theory', 'present'),
('TO002', 'ST017', 'ICT2142', '2025-02-11', 'theory', 'present'),
('TO002', 'ST018', 'ICT2142', '2025-02-11', 'theory', 'present'),
('TO002', 'ST019', 'ICT2142', '2025-02-11', 'theory', 'present'),
('TO002', 'ST020', 'ICT2142', '2025-02-11', 'theory', 'present'),

('TO002', 'ST001', 'ICT2152', '2025-02-12', 'theory', 'present'),
('TO002', 'ST002', 'ICT2152', '2025-02-12', 'theory', 'present'),
('TO002', 'ST003', 'ICT2152', '2025-02-12', 'theory', 'present'),
('TO002', 'ST004', 'ICT2152', '2025-02-12', 'theory', 'present'),
('TO002', 'ST005', 'ICT2152', '2025-02-12', 'theory', 'present'),
('TO002', 'ST006', 'ICT2152', '2025-02-12', 'theory', 'present'),
('TO002', 'ST007', 'ICT2152', '2025-02-12', 'theory', 'present'),
('TO002', 'ST008', 'ICT2152', '2025-02-12', 'theory', 'absent'),
('TO002', 'ST009', 'ICT2152', '2025-02-12', 'theory', 'present'),
('TO002', 'ST010', 'ICT2152', '2025-02-12', 'theory', 'present'),
('TO002', 'ST011', 'ICT2152', '2025-02-12', 'theory', 'present'),
('TO002', 'ST012', 'ICT2152', '2025-02-12', 'theory', 'present'),
('TO002', 'ST013', 'ICT2152', '2025-02-12', 'theory', 'present'),
('TO002', 'ST014', 'ICT2152', '2025-02-12', 'theory', 'present'),
('TO002', 'ST015', 'ICT2152', '2025-02-12', 'theory', 'present'),
('TO002', 'ST016', 'ICT2152', '2025-02-12', 'theory', 'present'),
('TO002', 'ST017', 'ICT2152', '2025-02-12', 'theory', 'present'),
('TO002', 'ST018', 'ICT2152', '2025-02-12', 'theory', 'present'),
('TO002', 'ST019', 'ICT2152', '2025-02-12', 'theory', 'present'),
('TO002', 'ST018', 'ICT2152', '2025-02-12', 'theory', 'present'),
('TO002', 'ST019', 'ICT2152', '2025-02-12', 'theory', 'present'),
('TO002', 'ST020', 'ICT2152', '2025-02-12', 'theory', 'absent'),

('TO002', 'ST001', 'ICT2122', '2025-02-13', 'theory', 'absent'),
('TO002', 'ST002', 'ICT2122', '2025-02-13', 'theory', 'present'),
('TO002', 'ST003', 'ICT2122', '2025-02-13', 'theory', 'present'),
('TO002', 'ST004', 'ICT2122', '2025-02-13', 'theory', 'present'),
('TO002', 'ST005', 'ICT2122', '2025-02-13', 'theory', 'present'),
('TO002', 'ST006', 'ICT2122', '2025-02-13', 'theory', 'present'),
('TO002', 'ST007', 'ICT2122', '2025-02-13', 'theory', 'present'),
('TO002', 'ST008', 'ICT2122', '2025-02-13', 'theory', 'present'),
('TO002', 'ST009', 'ICT2122', '2025-02-13', 'theory', 'present'),
('TO002', 'ST010', 'ICT2122', '2025-02-13', 'theory', 'present'),
('TO002', 'ST011', 'ICT2122', '2025-02-13', 'theory', 'present'),
('TO002', 'ST012', 'ICT2122', '2025-02-13', 'theory', 'absent'),
('TO002', 'ST013', 'ICT2122', '2025-02-13', 'theory', 'medical'),
('TO002', 'ST014', 'ICT2122', '2025-02-13', 'theory', 'present'),
('TO002', 'ST015', 'ICT2122', '2025-02-13', 'theory', 'present'),
('TO002', 'ST016', 'ICT2122', '2025-02-13', 'theory', 'present'),
('TO002', 'ST017', 'ICT2122', '2025-02-13', 'theory', 'present'),
('TO002', 'ST018', 'ICT2122', '2025-02-13', 'theory', 'present'),
('TO002', 'ST019', 'ICT2122', '2025-02-13', 'theory', 'present'),
('TO002', 'ST020', 'ICT2122', '2025-02-13', 'theory', 'present'),

('TO002', 'ST001', 'ICT2133', '2025-02-14', 'practical', 'present'),
('TO002', 'ST002', 'ICT2133', '2025-02-14', 'practical', 'present'),
('TO002', 'ST003', 'ICT2133', '2025-02-14', 'practical', 'present'),
('TO002', 'ST004', 'ICT2133', '2025-02-14', 'practical', 'present'),
('TO002', 'ST005', 'ICT2133', '2025-02-14', 'practical', 'present'),
('TO002', 'ST006', 'ICT2133', '2025-02-14', 'practical', 'present'),
('TO002', 'ST007', 'ICT2133', '2025-02-14', 'practical', 'present'),
('TO002', 'ST008', 'ICT2133', '2025-02-14', 'practical', 'present'),
('TO002', 'ST009', 'ICT2133', '2025-02-14', 'practical', 'present'),
('TO002', 'ST010', 'ICT2133', '2025-02-14', 'practical', 'present'),
('TO002', 'ST011', 'ICT2133', '2025-02-14', 'practical', 'present'),
('TO002', 'ST012', 'ICT2133', '2025-02-14', 'practical', 'present'),
('TO002', 'ST013', 'ICT2133', '2025-02-14', 'practical', 'present'),
('TO002', 'ST014', 'ICT2133', '2025-02-14', 'practical', 'present'),
('TO002', 'ST015', 'ICT2133', '2025-02-14', 'practical', 'present'),
('TO002', 'ST016', 'ICT2133', '2025-02-14', 'practical', 'present'),
('TO002', 'ST017', 'ICT2133', '2025-02-14', 'practical', 'present'),
('TO002', 'ST018', 'ICT2133', '2025-02-14', 'practical', 'present'),
('TO002', 'ST019', 'ICT2133', '2025-02-14', 'practical', 'present'),
('TO002', 'ST020', 'ICT2133', '2025-02-14', 'practical', 'present'),

('TO003', 'ST001', 'ICT2113', '2025-02-17', 'theory', 'present'),
('TO003', 'ST002', 'ICT2113', '2025-02-17', 'theory', 'present'),
('TO003', 'ST003', 'ICT2113', '2025-02-17', 'theory', 'present'),
('TO003', 'ST004', 'ICT2113', '2025-02-17', 'theory', 'present'),
('TO003', 'ST005', 'ICT2113', '2025-02-17', 'theory', 'present'),
('TO003', 'ST006', 'ICT2113', '2025-02-17', 'theory', 'present'),
('TO003', 'ST007', 'ICT2113', '2025-02-17', 'theory', 'present'),
('TO003', 'ST008', 'ICT2113', '2025-02-17', 'theory', 'present'),
('TO003', 'ST009', 'ICT2113', '2025-02-17', 'theory', 'present'),
('TO003', 'ST010', 'ICT2113', '2025-02-17', 'theory', 'present'),
('TO003', 'ST011', 'ICT2113', '2025-02-17', 'theory', 'present'),
('TO003', 'ST012', 'ICT2113', '2025-02-17', 'theory', 'present'),
('TO003', 'ST013', 'ICT2113', '2025-02-17', 'theory', 'present'),
('TO003', 'ST014', 'ICT2113', '2025-02-17', 'theory', 'present'),
('TO003', 'ST015', 'ICT2113', '2025-02-17', 'theory', 'present'),
('TO003', 'ST016', 'ICT2113', '2025-02-17', 'theory', 'present'),
('TO003', 'ST017', 'ICT2113', '2025-02-17', 'theory', 'present'),
('TO003', 'ST018', 'ICT2113', '2025-02-17', 'theory', 'present'),
('TO003', 'ST019', 'ICT2113', '2025-02-17', 'theory', 'present'),
('TO003', 'ST020', 'ICT2113', '2025-02-17', 'theory', 'present'),

('TO003', 'ST001', 'ICT2142', '2025-02-18', 'theory', 'present'),
('TO003', 'ST002', 'ICT2142', '2025-02-18', 'theory', 'present'),
('TO003', 'ST003', 'ICT2142', '2025-02-18', 'theory', 'present'),
('TO003', 'ST004', 'ICT2142', '2025-02-18', 'theory', 'present'),
('TO003', 'ST005', 'ICT2142', '2025-02-18', 'theory', 'present'),
('TO003', 'ST006', 'ICT2142', '2025-02-18', 'theory', 'absent'),
('TO003', 'ST007', 'ICT2142', '2025-02-18', 'theory', 'present'),
('TO003', 'ST008', 'ICT2142', '2025-02-18', 'theory', 'present'),
('TO003', 'ST009', 'ICT2142', '2025-02-18', 'theory', 'absent'),
('TO003', 'ST010', 'ICT2142', '2025-02-18', 'theory', 'present'),
('TO003', 'ST011', 'ICT2142', '2025-02-18', 'theory', 'present'),
('TO003', 'ST012', 'ICT2142', '2025-02-18', 'theory', 'present'),
('TO003', 'ST013', 'ICT2142', '2025-02-18', 'theory', 'present'),
('TO003', 'ST014', 'ICT2142', '2025-02-18', 'theory', 'present'),
('TO003', 'ST015', 'ICT2142', '2025-02-18', 'theory', 'present'),
('TO003', 'ST016', 'ICT2142', '2025-02-18', 'theory', 'present'),
('TO003', 'ST017', 'ICT2142', '2025-02-18', 'theory', 'present'),
('TO003', 'ST018', 'ICT2142', '2025-02-18', 'theory', 'present'),
('TO003', 'ST019', 'ICT2142', '2025-02-18', 'theory', 'present'),
('TO003', 'ST020', 'ICT2142', '2025-02-18', 'theory', 'present'),

('TO003', 'ST001', 'ICT2152', '2025-02-19', 'theory', 'present'),
('TO003', 'ST002', 'ICT2152', '2025-02-19', 'theory', 'present'),
('TO003', 'ST003', 'ICT2152', '2025-02-19', 'theory', 'present'),
('TO003', 'ST004', 'ICT2152', '2025-02-19', 'theory', 'present'),
('TO003', 'ST005', 'ICT2152', '2025-02-19', 'theory', 'present'),
('TO003', 'ST006', 'ICT2152', '2025-02-19', 'theory', 'present'),
('TO003', 'ST007', 'ICT2152', '2025-02-19', 'theory', 'present'),
('TO003', 'ST008', 'ICT2152', '2025-02-19', 'theory', 'present'),
('TO003', 'ST009', 'ICT2152', '2025-02-19', 'theory', 'present'),
('TO003', 'ST010', 'ICT2152', '2025-02-19', 'theory', 'present'),
('TO003', 'ST011', 'ICT2152', '2025-02-19', 'theory', 'present'),
('TO003', 'ST012', 'ICT2152', '2025-02-19', 'theory', 'present'),
('TO003', 'ST013', 'ICT2152', '2025-02-19', 'theory', 'present'),
('TO003', 'ST014', 'ICT2152', '2025-02-19', 'theory', 'present'),
('TO003', 'ST015', 'ICT2152', '2025-02-19', 'theory', 'present'),
('TO003', 'ST016', 'ICT2152', '2025-02-19', 'theory', 'present'),
('TO003', 'ST017', 'ICT2152', '2025-02-19', 'theory', 'present'),
('TO003', 'ST018', 'ICT2152', '2025-02-19', 'theory', 'present'),
('TO003', 'ST019', 'ICT2152', '2025-02-19', 'theory', 'present'),
('TO003', 'ST020', 'ICT2152', '2025-02-19', 'theory', 'absent'),

('TO003', 'ST001', 'ICT2122', '2025-02-20', 'theory', 'present'),
('TO003', 'ST002', 'ICT2122', '2025-02-20', 'theory', 'present'),
('TO003', 'ST003', 'ICT2122', '2025-02-20', 'theory', 'present'),
('TO003', 'ST004', 'ICT2122', '2025-02-20', 'theory', 'present'),
('TO003', 'ST005', 'ICT2122', '2025-02-20', 'theory', 'present'),
('TO003', 'ST006', 'ICT2122', '2025-02-20', 'theory', 'present'),
('TO003', 'ST007', 'ICT2122', '2025-02-20', 'theory', 'present'),
('TO003', 'ST008', 'ICT2122', '2025-02-20', 'theory', 'present'),
('TO003', 'ST009', 'ICT2122', '2025-02-20', 'theory', 'present'),
('TO003', 'ST010', 'ICT2122', '2025-02-20', 'theory', 'present'),
('TO003', 'ST011', 'ICT2122', '2025-02-20', 'theory', 'present'),
('TO003', 'ST012', 'ICT2122', '2025-02-20', 'theory', 'present'),
('TO003', 'ST013', 'ICT2122', '2025-02-20', 'theory', 'present'),
('TO003', 'ST014', 'ICT2122', '2025-02-20', 'theory', 'present'),
('TO003', 'ST015', 'ICT2122', '2025-02-20', 'theory', 'present'),
('TO003', 'ST016', 'ICT2122', '2025-02-20', 'theory', 'present'),
('TO003', 'ST017', 'ICT2122', '2025-02-20', 'theory', 'present'),
('TO003', 'ST018', 'ICT2122', '2025-02-20', 'theory', 'present'),
('TO003', 'ST019', 'ICT2122', '2025-02-20', 'theory', 'present'),
('TO003', 'ST020', 'ICT2122', '2025-02-20', 'theory', 'present'),

('TO003', 'ST001', 'ICT2133', '2025-02-21', 'theory', 'present'),
('TO003', 'ST002', 'ICT2133', '2025-02-21', 'theory', 'present'),
('TO003', 'ST003', 'ICT2133', '2025-02-21', 'theory', 'present'),
('TO003', 'ST004', 'ICT2133', '2025-02-21', 'theory', 'present'),
('TO003', 'ST005', 'ICT2133', '2025-02-21', 'theory', 'present'),
('TO003', 'ST006', 'ICT2133', '2025-02-21', 'theory', 'present'),
('TO003', 'ST007', 'ICT2133', '2025-02-21', 'theory', 'present'),
('TO003', 'ST008', 'ICT2133', '2025-02-21', 'theory', 'present'),
('TO003', 'ST009', 'ICT2133', '2025-02-21', 'theory', 'present'),
('TO003', 'ST010', 'ICT2133', '2025-02-21', 'theory', 'present'),
('TO003', 'ST011', 'ICT2133', '2025-02-21', 'theory', 'present'),
('TO003', 'ST012', 'ICT2133', '2025-02-21', 'theory', 'present'),
('TO003', 'ST013', 'ICT2133', '2025-02-21', 'theory', 'present'),
('TO003', 'ST014', 'ICT2133', '2025-02-21', 'theory', 'present'),
('TO003', 'ST015', 'ICT2133', '2025-02-21', 'theory', 'present'),
('TO003', 'ST016', 'ICT2133', '2025-02-21', 'theory', 'present'),
('TO003', 'ST017', 'ICT2133', '2025-02-21', 'theory', 'present'),
('TO003', 'ST018', 'ICT2133', '2025-02-21', 'theory', 'present'),
('TO003', 'ST019', 'ICT2133', '2025-02-21', 'theory', 'present'),
('TO003', 'ST020', 'ICT2133', '2025-02-21', 'theory', 'present'),

('TO003', 'ST001', 'ICT2113', '2025-02-24', 'practical', 'present'),
('TO003', 'ST002', 'ICT2113', '2025-02-24', 'practical', 'present'),
('TO003', 'ST003', 'ICT2113', '2025-02-24', 'practical', 'present'),
('TO003', 'ST004', 'ICT2113', '2025-02-24', 'practical', 'present'),
('TO003', 'ST005', 'ICT2113', '2025-02-24', 'practical', 'present'),
('TO003', 'ST006', 'ICT2113', '2025-02-24', 'practical', 'present'),
('TO003', 'ST007', 'ICT2113', '2025-02-24', 'practical', 'present'),
('TO003', 'ST008', 'ICT2113', '2025-02-24', 'practical', 'present'),
('TO003', 'ST009', 'ICT2113', '2025-02-24', 'practical', 'present'),
('TO003', 'ST010', 'ICT2113', '2025-02-24', 'practical', 'present'),
('TO003', 'ST011', 'ICT2113', '2025-02-24', 'practical', 'present'),
('TO003', 'ST012', 'ICT2113', '2025-02-24', 'practical', 'present'),
('TO003', 'ST013', 'ICT2113', '2025-02-24', 'practical', 'present'),
('TO003', 'ST014', 'ICT2113', '2025-02-24', 'practical', 'present'),
('TO003', 'ST015', 'ICT2113', '2025-02-24', 'practical', 'present'),
('TO003', 'ST016', 'ICT2113', '2025-02-24', 'practical', 'present'),
('TO003', 'ST017', 'ICT2113', '2025-02-24', 'practical', 'present'),
('TO003', 'ST018', 'ICT2113', '2025-02-24', 'practical', 'present'),
